product_name,price,barcode,date,source_file,pyfooda_match
ZIJNE 1/2 PRIX,-2.24,,2023-10-25,2023_10_25.csv,2 IN 1 SPOUT SPRINKLE MIX
DRAAIGATS,0.99,501830250506,2023-10-25,2023_10_25.csv,
MANDARINES,1.39,501830250506,2023-10-25,2023_10_25.csv,
"1,640 KG X",1.99/ Kg,"2,63",2023-10-25,2023_10_25.csv,"Knot, Garlic, 1.0 oz., 2.5 x 1"
BIO BANANEN,2.59,401407169271,2023-10-25,2023_10_25.csv,ZOO BIO PASTA
GALBANI MOZZA 125G,1.99,8000430135266,2023-10-25,2023_10_25.csv,"GALBANI, MOZZARELLA CHEESE"
CHOUX CHINOIS,1.98,5410011236410,2023-10-25,2023_10_25.csv,
AVOCAT,1.39,6 x,2023-10-25,2023_10_25.csv,AVOCADO
AVANTAGES,2.49,540011595624,2023-10-25,2023_10_25.csv,
6PC POMME PINK LAD,2.49,5449147400141,2023-10-25,2023_10_25.csv,"PINK LADY APPLE KOMBUCHA, PINK LADY APPLE"
COURGETTES,2.49,"2,49/ Kg",2023-10-25,2023_10_25.csv,ZUCCHINI
MANGUE,1.89,2160,2023-10-25,2023_10_25.csv,MANGO
MANGUE,1.89,2160,2023-10-25,2023_10_25.csv,MANGO
MANGUE,1.89,2160,2023-10-25,2023_10_25.csv,MANGO
TRAITEUR,4.66,540011954346,2023-10-25,2023_10_25.csv,
MOZZARELLA MAXI,2.65,0500000004699,2023-10-25,2023_10_25.csv,MOZZARELLA
DLI PIZZA MARGH,4.99,8000430135266,2023-10-25,2023_10_25.csv,PIZZA
PIZZA MOZZA PESTO,4.99,540011594988,2023-10-25,2023_10_25.csv,MOZZARELLA & PESTO PIZZA
MEERGRANENSTOKB.GROO,2.05,540011595623,2023-10-25,2023_10_25.csv,
BRUIN STOKBROOD KLEI,1.75,5410683808851,2023-10-25,2023_10_25.csv,
MOZZARELLA MAXI,2.65,8000430135266,2023-10-25,2023_10_25.csv,MOZZARELLA
MEGA CRUNCHY CREAM,2.99,7612100001847,2023-10-25,2023_10_25.csv,"MEGA FLAVOR SPICE, MEGA"
D365 CREME 20 CL,0.69,5400631743439,2023-10-25,2023_10_25.csv,CKY CL CHN ND-EZ
D365 CREME 20 CL,0.69,5400631743439,2023-10-25,2023_10_25.csv,CKY CL CHN ND-EZ
JAMBON DE FERME,4.13,2205501104316,2023-10-25,2023_10_25.csv,HAM
600G PM DUCH DIL,0.95,540011595108,2023-10-25,2023_10_25.csv,SUPER JUMBO DIL PICKLE
KAKI 4P,3.99,540011595107,2023-10-25,2023_10_25.csv,KAKI NO TANE CHILI BITS
HERTA BLINIS 2KG,2.99,3154230081325,2023-10-25,2023_10_25.csv,BLINIS COCKTAIL
HERTA LARDNS NATUR,2.79,3154230081325,2023-10-25,2023_10_25.csv,NATUR LIQUID SEASONING
HERTA LARDNS NATUR,2.79,3154230081325,2023-10-25,2023_10_25.csv,NATUR LIQUID SEASONING
HERTA LARDNS NATUR,2.79,3154230081325,2023-10-25,2023_10_25.csv,NATUR LIQUID SEASONING
2+1 GRATUIT,-2.79,,2023-10-25,2023_10_25.csv,2 IN 1 SPOUT SPRINKLE MIX
1.5L VICHY CELEST,1.45,310322106551,2023-10-25,2023_10_25.csv,1 LITER BOTTLE VICHY WATER
D365 CREME 20 CL,0.69,5400631743439,2023-10-25,2023_10_25.csv,CKY CL CHN ND-EZ
500G SP 3X LAIT CHO,5.49,505399105975,2023-10-25,2023_10_25.csv,HOT SAUCE PIMENT CHO
SAL. PRINTANIERE /J,1.95,540011229860,2023-10-25,2023_10_25.csv,SIN SAL MANTEQUILLA
SALADE POULET,2.99,540011595113,2023-10-25,2023_10_25.csv,CHICKEN SALAD SUB ROLL W/ LETTUCE & TOMATO
D365 CREME 20 CL,0.69,5400631743439,2023-10-25,2023_10_25.csv,CKY CL CHN ND-EZ
CARPACCIO,3.78,2043856033787,2023-10-25,2023_10_25.csv,TRUFFLE CARPACCIO
HACHIS BOEUF&PORC,9.50,2040857095002,2023-10-25,2023_10_25.csv,GROUND PORK AND BEEF
HACHIS BOEUF&PORC,10.04,2040850100486,2023-10-25,2023_10_25.csv,GROUND PORK AND BEEF
HET TRAAGSTE BROOD P,4.3,5430000177470,2023-10-30,2023_10_30.csv,P & P LOAF
HET TRAAGSTE BROOD P,4.5,5430000177470,2023-10-30,2023_10_30.csv,P & P LOAF
CAROTTES BIO,2.19,5400101295000,2023-10-30,2023_10_30.csv,ZOO BIO PASTA
CAROTTES BIO,2.19,5400101295000,2023-10-30,2023_10_30.csv,ZOO BIO PASTA
BM 335G FRAMBOISE,3.75,360858091669,2023-10-30,2023_10_30.csv,RASPBERRY
ENTREM. DEGUST.250G,7.39,3396319110000,2023-10-30,2023_10_30.csv,
100GR JEUNES POUSS,1.99,5400101236733,2023-10-30,2023_10_30.csv,
HARICOTS FINS 400G,3.29,5400141595157,2023-10-30,2023_10_30.csv,GREEN BEANS
MOZZARELLA MAXI,2.75,8000430136262,2023-10-30,2023_10_30.csv,MOZZARELLA
MOZZARELLA MAXI,2.75,8000430136262,2023-10-30,2023_10_30.csv,MOZZARELLA
BOURSIN POIVRE,3.49,3073781041526,2023-10-30,2023_10_30.csv,"BOURSIN, GOURNAY CHEESE, RED CHILI PEPPER"
COEUR DOUX LIT GEM,2.99,5400141595765,2023-10-30,2023_10_30.csv,CHOCOLATE GEM DONUTS
CHIPS 147G S&BL.PE,1.95,8710398524822,2023-10-30,2023_10_30.csv,BLACK PEPPER POTATO CHIPS
KIWI SUNGOLD XL,5.15,5400101236733,2023-10-30,2023_10_30.csv,KIWI
MYRTILLES 500GR,7.49,5400101236733,2023-10-30,2023_10_30.csv,BLUEBERRY
D365 CREME 20 CL,0.69,5400607134439,2023-10-30,2023_10_30.csv,CKY CL CHN ND-EZ
D365 CREME 20 CL,0.69,5400607134439,2023-10-30,2023_10_30.csv,CKY CL CHN ND-EZ
D365 CREME 20 CL,0.69,5400607134439,2023-10-30,2023_10_30.csv,CKY CL CHN ND-EZ
D365 CREME 20 CL,0.69,5400607134439,2023-10-30,2023_10_30.csv,CKY CL CHN ND-EZ
580G CHOCOS,5.49,5400359047483,2023-10-30,2023_10_30.csv,
500G SP K LAIT CHO,4.95,5053990129575,2023-10-30,2023_10_30.csv,"MILK CHOCOLATE SPOON, MILK CHOCOLATE"
360G CRUNCHY CREAM,2.99,7612100011847,2023-10-30,2023_10_30.csv,CRUNCHY ICE CREAM CONES
185G LAYS NATUREL,2.09,8710398524080,2023-10-30,2023_10_30.csv,"AU NATUREL PURE HONEY GRANOLA, AU NATUREL"
OEUFS BIO 12 PCS,5.25,5400101591283,2023-10-30,2023_10_30.csv,12 LARGE EGGS
240G GAUF VANI CHO,4.65,5410216004118,2023-10-30,2023_10_30.csv,HOT SAUCE PIMENT CHO
ROTI DE VEAU,19.78,2040323019738,2023-10-30,2023_10_30.csv,ROTI PRATHA
D365 CREME 20 CL,0.69,5400607134439,2023-10-30,2023_10_30.csv,CKY CL CHN ND-EZ
BIO BANANEN,2.59,401107192271,2023-10-30,2023_10_30.csv,ZOO BIO PASTA
LINDT EXCELLENCE,2.29,3046920028366,2023-10-30,2023_10_30.csv,"LINDT, EXCELLENCE DARK CHOCOLATE"
LINDT EXCELLENCE,2.29,3046920028366,2023-10-30,2023_10_30.csv,"LINDT, EXCELLENCE DARK CHOCOLATE"
OEUFS BIO 12 PCS,5.25,5400101591283,2023-10-30,2023_10_30.csv,12 LARGE EGGS
ROSETTE,3.96,2205500003850,2023-10-30,2023_10_30.csv,8 S/L ROSETTE AND BALLOON GOLD CAKE
ROSETTE,3.85,2205500,2023-10-30,2023_10_30.csv,8 S/L ROSETTE AND BALLOON GOLD CAKE
DOL PIZZA MARGH,4.99,540011954988,2023-10-30,2023_10_30.csv,PIZZA
DOL PIZZA MARGH,4.99,540011954988,2023-10-30,2023_10_30.csv,PIZZA
HERTA JAMBON SUP,4.49,315423080902,2023-10-30,2023_10_30.csv,PEANUT BUTTER SUP MINIATURES
HERTA JAMBON SUP,4.49,315423080902,2023-10-30,2023_10_30.csv,PEANUT BUTTER SUP MINIATURES
400G NUTELLA,2.99,3017620422003,2023-10-30,2023_10_30.csv,NUTELLA FERRERO WITH BREADSTICKS
250G PATE TARTINER,4.65,360858007072,2023-10-30,2023_10_30.csv,PASTA
FAIRBEL 1/2 E,8.09,542502728002,2023-11-01,2023_11_01.csv,2 IN 1 SPOUT SPRINKLE MIX
MEERGRANENSTOKB.GROO,2.05,594,2023-11-01,2023_11_01.csv,
MEERGRANENSTOKB.GROO,2.05,594,2023-11-01,2023_11_01.csv,
D&L MAYO TD,1.25,540011305084,2023-11-01,2023_11_01.csv,MAYO
500ML HEINZ KETCH,2.89,871570012217,2023-11-01,2023_11_01.csv,HEINZ TOMATO KETCHUP
ORANGES 4P,2.89,540011233642,2023-11-01,2023_11_01.csv,ORANGE
SOMI MULTIGRAIN 40,2.29,871089200239,2023-11-01,2023_11_01.csv,MULTIGRAIN
SOMI MULTIGRAIN 40,2.29,871089200239,2023-11-01,2023_11_01.csv,MULTIGRAIN
K&K 40%,2.19,540011555397,2023-11-01,2023_11_01.csv,"DR. K DIET SODA, DR. K"
RAISIN MLK 500G,4.95,540011559756,2023-11-01,2023_11_01.csv,MLNO DBL MLK
KIWI GOLD,4.45,204904300767,2023-11-01,2023_11_01.csv,GOLD KIWI BLEND REVIVER
FILET PUR DE DORC,7.66,204907490487,2023-11-01,2023_11_01.csv,PLM SPUF PUR BLUE PUR SWPOT 1.5OZ
FILET PUR DE DORC,7.48,204914,2023-11-01,2023_11_01.csv,PLM SPUF PUR BLUE PUR SWPOT 1.5OZ
POMMES DROLES,3.98,541147400141,2023-11-01,2023_11_01.csv,APPLE
6PC POMME PINK LAD,3.98,541147400141,2023-11-01,2023_11_01.csv,"PINK LADY APPLE KOMBUCHA, PINK LADY APPLE"
6PC POMME PINK LAD,3.98,541147400141,2023-11-01,2023_11_01.csv,"PINK LADY APPLE KOMBUCHA, PINK LADY APPLE"
250G TORTELLO TOM,2.59,540011597537,2023-11-01,2023_11_01.csv,"TOM TOM SAUCE, TOM TOM"
250G TORTELLO TOM,2.59,540011597537,2023-11-01,2023_11_01.csv,"TOM TOM SAUCE, TOM TOM"
TOMATES GRAPPE,2.99,2523,2023-11-01,2023_11_01.csv,TOMATO
DIKKE AJUIN,3.83,9991,2023-11-01,2023_11_01.csv,
MANGUE,5.67,540011954346,2023-11-01,2023_11_01.csv,MANGO
HACHIS PORC-VEAU,10.52,204804101052,2023-11-01,2023_11_01.csv,GROUND VEAL
HACHIS PORC-VEAU,10.78,204804110781,2023-11-01,2023_11_01.csv,GROUND VEAL
MOZZARELLA MAXI,2.65,800043031526,2023-11-01,2023_11_01.csv,MOZZARELLA
400G NUTELLA,3.99,301762042200,2023-11-01,2023_11_01.csv,NUTELLA FERRERO WITH BREADSTICKS
MOZZARELLA MAXI,2.65,800043031526,2023-11-01,2023_11_01.csv,MOZZARELLA
PAMPLEMOUSSE ROUGE,3.99,2160,2023-11-01,2023_11_01.csv,"ROUGE GOURMET CHEESE, ROUGE"
COURGETTES,2.95,2523,2023-11-01,2023_11_01.csv,ZUCCHINI
AVOCAT,6.95,540011595624,2023-11-01,2023_11_01.csv,AVOCADO
D&L BEURRE BIO,3.19,540011210050,2023-11-01,2023_11_01.csv,"PROBIOTIC BAR, HONEY, ALMOND, BUTTER"
PRESID BEURRE 250G,4.69,322802201509,2023-11-01,2023_11_01.csv,"PRESIDENT, LIGHT BUTTER"
200GR. HOUMOUS,1.99,540011238642,2023-11-01,2023_11_01.csv,HUMMUS
BIO BANANEN,2.59,401407169271,2023-11-01,2023_11_01.csv,ZOO BIO PASTA
HET TRAGSTE BROOD P,4.5,450031907142.0,2023-11-09,2023_11_09.csv,P & P LOAF
PAIN DE VIANDE,11.52,204093.0,2023-11-09,2023_11_09.csv,ROSCA DE REYES BREAD
PAIN DE VIANDE,10.81,204093.0,2023-11-09,2023_11_09.csv,ROSCA DE REYES BREAD
224G GAUF VANI CHO,4.65,541012601418.0,2023-11-09,2023_11_09.csv,HOT SAUCE PIMENT CHO
224G GAUF VANI CHO,4.65,541012601418.0,2023-11-09,2023_11_09.csv,HOT SAUCE PIMENT CHO
MKADO CHOC LAIT,2.15,301776036339.0,2023-11-09,2023_11_09.csv,MILK CHOC MLNO
MKADO CHOC LAIT,2.15,301776036339.0,2023-11-09,2023_11_09.csv,MILK CHOC MLNO
MKADO CHOC LAIT,2.15,301776036339.0,2023-11-09,2023_11_09.csv,MILK CHOC MLNO
D365 CREME 20 CL,0.69,540060173439.0,2023-11-09,2023_11_09.csv,CKY CL CHN ND-EZ
D365 CREME 20 CL,0.69,540060173439.0,2023-11-09,2023_11_09.csv,CKY CL CHN ND-EZ
BOI REP LENT RO SO,3.99,540011958132.0,2023-11-09,2023_11_09.csv,"SO CHOCOLATE JIMMIES, SO CHOCOLATE"
PIZZA MOZZA PESTO,5.19,540011954963.0,2023-11-09,2023_11_09.csv,MOZZARELLA & PESTO PIZZA
PIZZA MOZZA PESTO,5.19,540011954963.0,2023-11-09,2023_11_09.csv,MOZZARELLA & PESTO PIZZA
PIZZA MOZZA PESTO,5.19,540011954963.0,2023-11-09,2023_11_09.csv,MOZZARELLA & PESTO PIZZA
PIZZA MOZZA PESTO,5.19,540011954963.0,2023-11-09,2023_11_09.csv,MOZZARELLA & PESTO PIZZA
MANGUE,1.89,540011954346.0,2023-11-09,2023_11_09.csv,MANGO
D365 CREME 20 CL,0.69,540060173439.0,2023-11-09,2023_11_09.csv,CKY CL CHN ND-EZ
D365 CREME 20 CL,0.69,540060173439.0,2023-11-09,2023_11_09.csv,CKY CL CHN ND-EZ
PIZZA MOZZA 125G,1.39,800043013325.0,2023-11-09,2023_11_09.csv,PIZZA MOZZARELLA CHEDDAR CHEESE
FILET PUR DE PORC,4.8,204074.0,2023-11-09,2023_11_09.csv,PORK LOIN FILET
4X125GR ACTIVIA Y.,3.15,541014641775.0,2023-11-09,2023_11_09.csv,ACTIVIA PROBIOTIC DRINK
NUTRI-BOOST -10%,-0.31,540011954963.0,2023-11-09,2023_11_09.csv,ENERGY BOOST
BIO BAYANEN,2.59,401407169271.0,2023-11-09,2023_11_09.csv,ZOO BIO PASTA
OEUVS COLUMBUS,3.39,541094600046.0,2023-11-09,2023_11_09.csv,"COLUMBUS PROSCIUTTO, 3 OZ"
NUTRI-BOOST -10%,-0.34,540011952006.0,2023-11-09,2023_11_09.csv,ENERGY BOOST
NUTRI-BOOST -10%,-0.34,540011952006.0,2023-11-09,2023_11_09.csv,ENERGY BOOST
BOITE REPAS POTAGE,4.69,540011956929.0,2023-11-09,2023_11_09.csv,BRIE DE NANGIS PASTEURISE BOITE
NUTRI-BOOST -10%,-0.47,540011954963.0,2023-11-09,2023_11_09.csv,ENERGY BOOST
BOI REP POTAGE PAN,3.99,540011952006.0,2023-11-09,2023_11_09.csv,PAN BIGIO
D365 CREME 20 CL,0.69,540060173439.0,2023-11-09,2023_11_09.csv,CKY CL CHN ND-EZ
OEUVS COLUMBUS,3.39,541094600046.0,2023-11-09,2023_11_09.csv,"COLUMBUS PROSCIUTTO, 3 OZ"
NUTRI-BOOST -10%,-0.34,540011952006.0,2023-11-09,2023_11_09.csv,ENERGY BOOST
NUTRI-BOOST -10%,-0.34,540011952006.0,2023-11-09,2023_11_09.csv,ENERGY BOOST
D365 CREME 20 CL,0.69,540060173439.0,2023-11-09,2023_11_09.csv,CKY CL CHN ND-EZ
FILET PUR DE PORC,5.64,204074.0,2023-11-09,2023_11_09.csv,PORK LOIN FILET
FILETS PORC-VEAU,10.19,204084.0,2023-11-09,2023_11_09.csv,"VEAL DUMPLINGS, VEAL"
FILETS PORC-VEAU,10.6,204084.0,2023-11-09,2023_11_09.csv,"VEAL DUMPLINGS, VEAL"
HACHIS PORC-VEAU,10.6,204084.0,2023-11-09,2023_11_09.csv,GROUND VEAL
HET TRAGSTE BROOD,4.0,45000017739.0,2023-11-09,2023_11_09.csv,
HET TRAGSTE BROOD,4.0,45000017739.0,2023-11-09,2023_11_09.csv,
750G DLL SEL MA IO,0.75,54001119367.0,2023-11-09,2023_11_09.csv,"DAK'S SPICES, BLACKENED, LOOK MA NO SALT"
500ML BECEL HUILE,3.95,871920002144.0,2023-11-09,2023_11_09.csv,OIL
500ML BECEL HUILE,3.95,871920002144.0,2023-11-09,2023_11_09.csv,OIL
CON VITRAGE,-0.4,266686002156.0,2023-11-09,2023_11_09.csv,CON AZAFRAN
TOTAL,153.99,,2023-11-09,2023_11_09.csv,TOTAL CANDY
DIK STOKBROOD,1.95,541068373505,2023-11-15,2023_11_15.csv,
BRUIN STOKBROOD KLEI,1.75,541068380583,2023-11-15,2023_11_15.csv,
BRUIN STOKBROOD KLEI,1.75,541068380583,2023-11-15,2023_11_15.csv,
BRUIN STOKBROOD KLEI,1.75,541068380583,2023-11-15,2023_11_15.csv,
4OOG NUTELLA,3.25,3017640222000,2023-11-15,2023_11_15.csv,NUTELLA FERRERO WITH BREADSTICKS
DUO PACK PINK LADY,3.45,540017641613,2023-11-15,2023_11_15.csv,"PINK LADY APPLES, PINK LADY"
DUO PACK PINK LADY,3.45,540017641613,2023-11-15,2023_11_15.csv,"PINK LADY APPLES, PINK LADY"
TOMATE SAN MARZANO,2.89,540011232202,2023-11-15,2023_11_15.csv,SAN MARZANO TOMATOES
HET TRAAGSTE BROOD P,2.89,5430000011794,2023-11-15,2023_11_15.csv,P & P LOAF
HACHIS PORC-VEAU,10.19,204084,2023-11-15,2023_11_15.csv,GROUND VEAL
HACHIS PORC-VEAU,10.25,20408410252,2023-11-15,2023_11_15.csv,GROUND VEAL
CARPACCIO,4.53,2043562004534,2023-11-15,2023_11_15.csv,TRUFFLE CARPACCIO
CARPACCIO,4.65,2043560004659,2023-11-15,2023_11_15.csv,TRUFFLE CARPACCIO
AVOCAT,4.65,204356,2023-11-15,2023_11_15.csv,AVOCADO
BIO BANANEN,2.59,540011595624,2023-11-15,2023_11_15.csv,ZOO BIO PASTA
MANGUE,5.67,4014071695271,2023-11-15,2023_11_15.csv,MANGO
DINOSAURUS CHOCOLA,1.75,540011954346,2023-11-15,2023_11_15.csv,CHOCOLATE COOKIES
DINOSAURUS CHOCOLA,1.75,541012600400,2023-11-15,2023_11_15.csv,CHOCOLATE COOKIES
DINOSAURUS CHOCOLA,1.75,541012600400,2023-11-15,2023_11_15.csv,CHOCOLATE COOKIES
100GR JEUNES POUSS,1.19,540011236373,2023-11-15,2023_11_15.csv,
CITRONS,0.44,2013,2023-11-15,2023_11_15.csv,LEMON
HARICOT PRIN 500GR,2.79,S40011231070,2023-11-23,2023_11_23.csv,GREEN BEANS
HARICOT PRIN 500GR,2.79,S40011231070,2023-11-23,2023_11_23.csv,GREEN BEANS
HACHIS P&V S/EPICE,8.51,2047291008511,2023-11-23,2023_11_23.csv,S + P BLEND
HACHIS P&V S/EPICE,8.22,204729,2023-11-23,2023_11_23.csv,S + P BLEND
NUTRI-BOOST -10%,-0.85,2047292008220,2023-11-23,2023_11_23.csv,ENERGY BOOST
NUTRI-BOOST -10%,-0.82,204729,2023-11-23,2023_11_23.csv,ENERGY BOOST
6BC POMME PINK LAD,3.99,S40011234383,2023-11-23,2023_11_23.csv,"PINK LADY APPLE KOMBUCHA, PINK LADY APPLE"
AVOCAT,1.39,S400111956924,2023-11-23,2023_11_23.csv,AVOCADO
AVOCAT,1.39,S400111956924,2023-11-23,2023_11_23.csv,AVOCADO
AVOCAT,1.39,S400111956924,2023-11-23,2023_11_23.csv,AVOCADO
AVANTAGES MANGUE,-2.18,871380700405,2023-11-23,2023_11_23.csv,MANGO
"4 X 1,89",7.56,S40011954346,2023-11-23,2023_11_23.csv,RIGATONI 89
REDUCTION S/ARTICLE,-3.78,,2023-11-23,2023_11_23.csv,BALSAMIC REDUCTION
4X50G DLL PAIN BIO,3.39,540011281850,2023-12-02,2023_12_02.csv,ZOO BIO PASTA
4X50G DLL PAIN BIO,3.39,540011281850,2023-12-02,2023_12_02.csv,ZOO BIO PASTA
4X50G DLL PAIN BIO,3.39,540011281850,2023-12-02,2023_12_02.csv,ZOO BIO PASTA
JAMBON A L OS AUTH,4.5,2258840,2023-12-02,2023_12_02.csv,"COCOA RINGEE OS CEREAL, COCOA RINGEE OS"
JAMBON A L OS AUTH,4.44,2258840004445,2023-12-02,2023_12_02.csv,"COCOA RINGEE OS CEREAL, COCOA RINGEE OS"
DUO PACK PINK LADY,3.45,370047661163,2023-12-02,2023_12_02.csv,"PINK LADY APPLES, PINK LADY"
MANGUE,1.89,540011954346,2023-12-02,2023_12_02.csv,MANGO
MRA 30 MELO CAKES,6.99,762230042488,2023-12-02,2023_12_02.csv,CAKES
PREIS BEURRE FT D,4.49,541115603113,2023-12-02,2023_12_02.csv,SUSHI COMBO D
EXCELLENCE 70%,2.19,304652002800,2023-12-02,2023_12_02.csv,"LINDT, 70% COCOA SMOOTH DARK EXCELLENCE BAR"
EXCELLENCE 70%,2.19,304652002800,2023-12-02,2023_12_02.csv,"LINDT, 70% COCOA SMOOTH DARK EXCELLENCE BAR"
MANGUE,1.89,540011954346,2023-12-02,2023_12_02.csv,MANGO
MYRTELLE 150GR,3.59,540011232732,2023-12-02,2023_12_02.csv,
MYRTELLE 150GR,3.59,540011232732,2023-12-02,2023_12_02.csv,
AVANTAGES,-3.19,8013546,2023-12-02,2023_12_02.csv,
SALADE ROUGET,2.19,540011956141,2023-12-02,2023_12_02.csv,SPANISH LETTUCE SALAD
RAISIN ROUGE SA PE,2.39,540011233672,2023-12-02,2023_12_02.csv,"GRA PE JUICE COCKTAIL, GRAPE"
MINI BURGER LIMOUS,6.29,540011955376,2023-12-02,2023_12_02.csv,"MINI BURGER GUMMI CANDY, MINI BURGER"
DLL CREME FRAICHE,4.99,540011215210,2023-12-02,2023_12_02.csv,CREME FRAICHE
NUTELLA,2.49,8013546,2023-12-02,2023_12_02.csv,NUTELLA FERRERO WITH BREADSTICKS
CLEMENTINES FEUILL,5.99,540011958033,2023-12-02,2023_12_02.csv,CLEMENTINE
AVANTAGES,-3.0,8013546,2023-12-02,2023_12_02.csv,
EXCELLENCE 70%,2.19,304652002800,2023-12-02,2023_12_02.csv,"LINDT, 70% COCOA SMOOTH DARK EXCELLENCE BAR"
MINI BURGER LIMOUS,6.29,540011955376,2023-12-02,2023_12_02.csv,"MINI BURGER GUMMI CANDY, MINI BURGER"
PREIS BEURRE 250G,4.69,32280201509,2023-12-02,2023_12_02.csv,BUTTER
360G CRUNCHY CREAM,4.99,761210001847,2023-12-02,2023_12_02.csv,CRUNCHY ICE CREAM CONES
FRAMBOISE 125G,2.99,540011953988,2023-12-02,2023_12_02.csv,RASPBERRY
FRAMBOISE 125G,2.99,540011953988,2023-12-02,2023_12_02.csv,RASPBERRY
AVANTAGES,-1.99,800043013526,2023-12-02,2023_12_02.csv,
MOZZARELLA MAXI,2.65,800043013526,2023-12-02,2023_12_02.csv,MOZZARELLA
MOZZARELLA MAXI,2.65,800043013526,2023-12-02,2023_12_02.csv,MOZZARELLA
MOZZARELLA MAXI,2.65,800043013526,2023-12-02,2023_12_02.csv,MOZZARELLA
